 21 3552.013320 1.127E-25 1.334E+01.08340.114 2687.50440.68-.003740       3 0 0 13       2 0 0 02                    P  6e     3666632429 9 9 711    11.0   13.0
 21 3552.018560 1.367E-24 1.272E-01.07400.100 1454.96860.70-.003729       1 2 2 12       0 2 2 01                    Q 17f     4766632429 9 9 711    35.0   35.0
 11 3552.032101 1.977E-30 1.053E+01.06010.315 5108.34930.54-.004470          1 0 1          1 0 0  9  5  4        9  5  5      432230807294713152    19.0   19.0
 21 3552.070622 5.599E-28 1.260E-04.06920.088 1750.96060.74-.003365       3 1 1 01       1 0 0 01                    Q 30e     3666632429 9 9 711    61.0   61.0
 11 3552.107730 2.916E-21 7.467E+00.08750.453  842.35660.77-.004104          1 0 0          0 0 0  6  4  3        7  3  4      587777595910162545    39.0   45.0
 21 3552.110294 1.546E-24 1.430E-01.07460.101 1441.65470.69-.003675       1 2 2 12       0 2 2 01                    Q 16e     4766632429 9 9 711    33.0   33.0
 11 3552.110573 8.571E-30 6.624E-01.09170.412 4125.14870.73-.004560          1 0 1          0 0 1  5  2  3        4  3  2      732230807294713152    11.0    9.0
 11 3552.128007 4.199E-30 2.243E+00.08680.352 4586.68320.73-.005000          1 0 1          0 0 1  7  4  3        7  3  4      432230807294713152    15.0   15.0
 21 3552.129633 7.462E-25 4.755E+00.06810.084 2469.97790.74-.004505       1 3 3 12       0 3 3 01                    R 34f     4666632429 9 9 711    71.0   69.0
 21 3552.135596 1.276E-25 1.142E+01.06810.084 3013.53130.74-.004505       3 0 0 14       2 0 0 03                    R 34e     4666632429 9 9 711    71.0   69.0
 21 3552.135943 4.127E-27 1.619E-02.07200.096 2257.19830.71-.003350       3 2 2 01       1 1 1 01                    P 21e     3666632429 9 9 711    41.0   43.0
 21 3552.160457 1.319E-27 7.338E-03.06870.087 2417.44140.74-.003499       2 4 4 01       0 3 3 01                    P 32f     3666632429 9 9 711    63.0   65.0
 11 3552.173889 2.762E-28 2.536E+01.07030.391 4345.27190.62-.009610          0 0 2          0 0 1  4  4  1        5  4  2      434223807294713152    27.0   33.0
 21 3552.182937 5.770E-28 9.284E-03.06320.069 2766.77290.72-.003926       3 1 1 01       0 2 2 01                    P 60e     3655532429 9 9 711   119.0  121.0
 21 3552.187622 3.663E-29 5.861E-02.07200.096 3503.62470.71-.002760       4 2 2 02       2 1 1 02                    R 20f     3666632429 9 9 711    43.0   41.0
 21 3552.197036 7.306E-25 9.902E+00.07400.100 2467.59560.70-.004132       1 0 0 22       0 0 0 11                    P 17e     4666632429 9 9 711    33.0   35.0
 21 3552.198820 1.748E-24 1.620E-01.07520.102 1429.12360.69-.003619       1 2 2 12       0 2 2 01                    Q 15f     4766632429 9 9 711    31.0   31.0
 11 3552.227296 9.163E-21 2.746E+00.08470.475  325.34790.64-.005835          1 0 0          0 0 0  4  1  4        5  0  5      587777305910162545    27.0   33.0
 21 3552.262379 2.530E-27 1.533E-05.08220.112  689.25530.68-.003091       3 0 0 01       0 1 1 01                    P  7e     3666632429 9 9 711    13.0   15.0
 21 3552.276617 4.180E-28 1.932E-02.07090.094 2801.32830.72-.002939       3 3 3 02       1 2 2 02                    R 23f     3666632429 9 9 711    49.0   47.0
 21 3552.280242 1.978E-24 1.851E-01.07590.103 1417.37550.68-.003561       1 2 2 12       0 2 2 01                    Q 14e     4766632429 9 9 711    29.0   29.0
 21 3552.283119 7.913E-27 9.280E+00.06510.072 3623.38000.74-.005299       2 2 2 13       1 2 2 02                    R 51f     3655532429 9 9 711   105.0  103.0
 21 3552.286292 1.349E-30 1.526E-03.05390.063 3723.34610.62-.006134       1 1 1 12       0 1 1 01                    Q 88f     3755532429 9 9 711   177.0  177.0
 21 3552.288178 4.247E-26 2.367E-03.06170.067 1621.00360.70-.004546       2 1 1 01       0 0 0 01                    R 64e     4655532429 9 9 711   131.0  129.0
 21 3552.305595 8.893E-28 1.115E+01.06660.077 4076.81090.74-.004954       3 1 1 13       2 1 1 02                    R 43e     3665632429 9 9 711    89.0   87.0
 21 3552.309667 4.909E-28 8.019E-03.06750.081 2685.58900.75-.004683       2 1 1 12       1 1 1 01                    Q 39e     4666632429 9 9 711    79.0   79.0
 21 3552.309691 7.197E-30 4.222E-02.06400.070 3969.68340.72-.003926       2 5 5 01       0 4 4 01                    P 57f     3655532429 9 9 711   113.0  115.0
